Year;Segment;Average width;Sinuosity;Wavelength;Semimeander length;LevelOfImpact;Zone;Period
2008;17;167.023;1.914;539.234;1031.981;2;2;Moderate mining
2008;17;168.628;1.932;760.956;1470.381;2;2;Moderate mining
2008;17;210.02;1.603;825.158;1322.374;2;2;Moderate mining
2008;17;142.686;1.077;957.623;1031.838;2;2;Moderate mining
2008;17;247.062;1.09;674.117;735.084;2;2;Moderate mining
2012;17;167.801;1.127;551.824;621.731;3;2;Intensive mining
2012;17;190.404;1.86;503.319;936.062;3;2;Intensive mining
2012;17;144.229;1.957;856.359;1675.855;3;2;Intensive mining
2012;17;176.394;1.899;685.851;1302.593;3;2;Intensive mining
2012;17;140.938;1.08;1208.161;1305.053;3;2;Intensive mining
2012;17;175.748;1.123;662.688;744.375;3;2;Intensive mining
2014;17;258.223;1.752;542.156;949.617;3;2;Intensive mining
2014;17;233.696;1.078;634.45;683.91;3;2;Intensive mining
2014;17;200.699;2.09;371.856;777.07;3;2;Intensive mining
2014;17;159.625;2.327;799.283;1859.822;3;2;Intensive mining
2014;17;160.404;2.031;653.647;1327.799;3;2;Intensive mining
2014;17;135.523;1.094;1331.77;1456.483;3;2;Intensive mining
2014;17;188.306;1.083;512.135;554.893;3;2;Intensive mining
2015;17;222.408;2.023;639.637;1294.068;3;2;Intensive mining
2015;17;212.073;1.037;893.708;927.205;3;2;Intensive mining
2015;17;172.901;1.47;1005.751;1477.993;3;2;Intensive mining
2015;17;126.083;1.065;1222.05;1301.969;3;2;Intensive mining
2015;17;177.48;1.079;682.326;736.092;3;2;Intensive mining
2016;17;268.962;1.661;707.612;1175.445;3;2;Intensive mining
2016;17;311.782;1.107;892.449;987.785;3;2;Intensive mining
2016;17;184.169;1.444;1099.958;1588.413;3;2;Intensive mining
2016;17;191.921;1.061;391.852;415.803;3;2;Intensive mining
2016;17;128.507;1.011;378.781;382.816;3;2;Intensive mining
2016;17;134.597;1.039;607.311;631.165;3;2;Intensive mining
2016;17;198.217;1.1;713.612;784.872;3;2;Intensive mining
2017;17;170.693;1.095;1046.221;1145.091;3;2;Intensive mining
2017;17;174.336;1.005;908.145;913.1;3;2;Intensive mining
2017;17;168.383;1.506;821.728;1237.512;3;2;Intensive mining
2017;17;198.981;1.297;2000.406;2595.321;3;2;Intensive mining
2018;17;185.406;1.147;1143.738;1312.056;3;2;Intensive mining
2018;17;183.698;1.007;748.704;753.832;3;2;Intensive mining
2018;17;202.431;1.628;764.904;1245.402;3;2;Intensive mining
2018;17;253.422;1.198;611.076;732.097;3;2;Intensive mining
2018;17;177.471;1.001;491.734;492.043;3;2;Intensive mining
2018;17;205.956;1.11;1380.978;1532.82;3;2;Intensive mining
2020;17;210.68;1.133;1084.131;1228;3;2;Intensive mining
2020;17;176.387;1.013;1039.75;1053;3;2;Intensive mining
2020;17;210.166;1.667;726.62;1211;3;2;Intensive mining
2020;17;203.88;1.461;1886.448;2756;3;2;Intensive mining
1984;18;98.336;1.149;1268.507;1457.75;1;2;Minimal mining
1984;18;106.411;2.007;396.757;796.317;1;2;Minimal mining
1984;18;92.728;1.02;844.408;861.35;1;2;Minimal mining
1984;18;98.094;1.029;413.988;426.025;1;2;Minimal mining
1984;18;114.474;1.226;1030.808;1263.367;1;2;Minimal mining
1984;18;104.808;1.057;372.347;393.455;1;2;Minimal mining
1984;18;111.868;1.014;526.062;533.165;1;2;Minimal mining
1987;18;107.321;1.043;1079.636;1126.457;1;2;Minimal mining
1987;18;116.941;3.874;289.848;1122.979;1;2;Minimal mining
1987;18;97.08;1.022;693.177;708.699;1;2;Minimal mining
1987;18;106.319;1.032;485.915;501.562;1;2;Minimal mining
1987;18;130.111;1.371;417.935;572.904;1;2;Minimal mining
1987;18;130.898;1.025;398.883;408.72;1;2;Minimal mining
1987;18;115.841;1.019;351.759;358.363;1;2;Minimal mining
1987;18;124.946;1.043;405.942;423.365;1;2;Minimal mining
1992;18;71.73;1.097;579.012;635.224;1;2;Minimal mining
1992;18;104.255;3.205;238.744;765.149;1;2;Minimal mining
1992;18;98.778;1.037;887.607;920.246;1;2;Minimal mining
1992;18;109.866;1.028;544.7;560.151;1;2;Minimal mining
1992;18;125.69;1.421;394.242;560.151;1;2;Minimal mining
1992;18;111.296;1.011;356.195;360.098;1;2;Minimal mining
1992;18;109.165;1.014;473.705;480.131;1;2;Minimal mining
1992;18;128.2;1.05;533.464;560.153;1;2;Minimal mining
1996;18;106.114;1.009;381.298;384.699;1;2;Minimal mining
1996;18;97.898;1.06;531.981;563.843;1;2;Minimal mining
1996;18;119.587;2.34;309.006;722.985;1;2;Minimal mining
1996;18;99.028;1.034;874.722;904.552;1;2;Minimal mining
1996;18;99.481;1.022;524.929;536.709;1;2;Minimal mining
1996;18;129.33;1.555;417.207;648.625;1;2;Minimal mining
1996;18;110.802;1.015;357.978;363.446;1;2;Minimal mining
1996;18;106.674;1.008;465.612;469.568;1;2;Minimal mining
1996;18;124.743;1.052;479.052;504.048;1;2;Minimal mining
2000;18;143.991;1.471;589.11;866.458;1;2;Minimal mining
2000;18;109.989;1.022;413.098;422.218;1;2;Minimal mining
2000;18;100.014;1.022;680.659;695.572;1;2;Minimal mining
2000;18;125.162;1.435;367.418;527.191;1;2;Minimal mining
2000;18;125.2;1.018;1273.063;1295.677;1;2;Minimal mining
2004;18;135.233;1.13;581.69;657.12;2;2;Moderate mining
2004;18;141.379;1.568;657.214;1030.424;2;2;Moderate mining
2004;18;149.927;1.107;433.465;480.046;2;2;Moderate mining
2004;18;105.909;1.023;448.139;458.414;2;2;Moderate mining
2004;18;133.44;1.433;543.604;779.071;2;2;Moderate mining
2004;18;121.596;1.031;1249.861;1288.84;2;2;Moderate mining
2008;18;247.062;1.09;674.117;735.084;2;2;Moderate mining
2008;18;178.188;1.646;625.323;1029.35;2;2;Moderate mining
2008;18;201.518;1.447;1218.579;1763.597;2;2;Moderate mining
2008;18;180.051;1.078;2729.565;2941.966;2;2;Moderate mining
2012;18;175.748;1.123;662.688;744.375;3;2;Intensive mining
2012;18;200.694;1.788;520.369;930.279;3;2;Intensive mining
2012;18;178.941;1.441;1292.708;1862.919;3;2;Intensive mining
2012;18;172.578;1.089;2736.164;2978.635;3;2;Intensive mining
2014;18;188.306;1.083;512.135;554.893;3;2;Intensive mining
2014;18;194.58;2.282;489.322;1116.658;3;2;Intensive mining
2014;18;156.576;1.524;1340.183;2041.937;3;2;Intensive mining
2014;18;161.548;1.067;2610.026;2783.742;3;2;Intensive mining
2015;18;177.48;1.079;682.326;736.092;3;2;Intensive mining
2015;18;178.353;2.218;501.455;1112.36;3;2;Intensive mining
2015;18;163.115;1.408;1315.104;1851.041;3;2;Intensive mining
2015;18;167.264;1.109;2669.109;2960.279;3;2;Intensive mining
2016;18;198.217;1.1;713.612;784.872;3;2;Intensive mining
2016;18;199.746;2.048;509.58;1043.852;3;2;Intensive mining
2016;18;150.583;1.42;1413.008;2007.152;3;2;Intensive mining
2016;18;144.565;1.079;2489.164;2684.957;3;2;Intensive mining
2017;18;198.981;1.297;2000.406;2595.321;3;2;Intensive mining
2017;18;159.965;1.229;1347.402;1656.564;3;2;Intensive mining
2017;18;167.437;1.088;2498.739;2718.524;3;2;Intensive mining
2018;18;205.956;1.11;1380.978;1532.82;3;2;Intensive mining
2018;18;171.81;1.195;1386.442;1656.484;3;2;Intensive mining
2018;18;164.202;1.128;2771.042;3126.628;3;2;Intensive mining
2020;18;203.88;1.461;1886.448;2756;3;2;Intensive mining
2020;18;165.371;1.231;1492.888;1838;3;2;Intensive mining
2020;18;176.498;1.082;2055.169;2223;3;2;Intensive mining
1984;19;104.808;1.057;372.347;393.455;1;2;Minimal mining
1984;19;111.868;1.014;526.062;533.165;1;2;Minimal mining
1984;19;105.8;1.019;424.56;432.809;1;2;Minimal mining
1984;19;117.017;1.028;553.381;569.142;1;2;Minimal mining
1984;19;112.624;1.543;638.056;984.644;1;2;Minimal mining
1984;19;118.163;2.886;305.984;882.978;1;2;Minimal mining
1984;19;120.739;2.17;502.838;1090.989;1;2;Minimal mining
1984;19;102.038;2.246;852.577;1914.926;1;2;Minimal mining
1984;19;99.784;1.353;873.263;1181.725;1;2;Minimal mining
1987;19;124.946;1.043;405.942;423.365;1;2;Minimal mining
1987;19;120.653;1.009;397.903;401.347;1;2;Minimal mining
1987;19;117.167;1.029;475.303;489.21;1;2;Minimal mining
1987;19;118.355;1.034;562.066;581.135;1;2;Minimal mining
1987;19;141.554;1.471;541.506;796.784;1;2;Minimal mining
1987;19;128.909;2.415;387.119;934.835;1;2;Minimal mining
1987;19;116.544;2.084;539.581;1124.363;1;2;Minimal mining
1987;19;108.686;3.179;588.87;1872.189;1;2;Minimal mining
1987;19;113.539;2.26;1325.373;2995.494;1;2;Minimal mining
1992;19;128.2;1.05;533.464;560.153;1;2;Minimal mining
1992;19;117.386;1.009;387.152;390.77;1;2;Minimal mining
1992;19;109.716;1.027;437.67;449.46;1;2;Minimal mining
1992;19;121.758;1.046;535.485;560.155;1;2;Minimal mining
1992;19;126.619;1.498;622.543;932.642;1;2;Minimal mining
1992;19;102.182;3.224;306.445;987.89;1;2;Minimal mining
1992;19;84.563;2.098;508.685;1067.375;1;2;Minimal mining
1992;19;90.1;2.766;727.943;2013.484;1;2;Minimal mining
1992;19;80.808;1.296;988.251;1280.358;1;2;Minimal mining
1996;19;124.743;1.052;479.052;504.048;1;2;Minimal mining
1996;19;115.535;1.016;436.54;443.525;1;2;Minimal mining
1996;19;122.726;1.027;460.982;473.213;1;2;Minimal mining
1996;19;120.988;1.037;433.12;449.33;1;2;Minimal mining
1996;19;115.252;1.955;528.518;1032.992;1;2;Minimal mining
1996;19;106.229;3.94;284.941;1122.641;1;2;Minimal mining
1996;19;111.348;2.333;561.311;1309.764;1;2;Minimal mining
1996;19;105.412;2.074;902.117;1871.147;1;2;Minimal mining
1996;19;109.737;2.612;1217.936;3180.823;1;2;Minimal mining
2000;19;125.2;1.018;1273.063;1295.677;1;2;Minimal mining
2000;19;107.3;1.009;459.871;464.093;1;2;Minimal mining
2000;19;116.14;1.021;492.937;503.045;1;2;Minimal mining
2000;19;100.028;1.027;541.436;556.238;1;2;Minimal mining
2000;19;118.146;1.739;491.585;855.04;1;2;Minimal mining
2000;19;95.223;4.075;284.188;1158.005;1;2;Minimal mining
2000;19;106.481;2.224;518.861;1153.843;1;2;Minimal mining
2000;19;96.579;3.382;592.542;2003.857;1;2;Minimal mining
2000;19;109.678;2.323;1344.328;3122.942;1;2;Minimal mining
2004;19;121.596;1.031;1249.861;1288.84;2;2;Moderate mining
2004;19;107.627;1.003;507.154;508.596;2;2;Moderate mining
2004;19;110.744;1.015;509.903;517.78;2;2;Moderate mining
2004;19;119.341;1.02;375.564;383.211;2;2;Moderate mining
2004;19;148.998;1.217;458.429;558.107;2;2;Moderate mining
2004;19;151.69;2.498;545.688;1363.022;2;2;Moderate mining
2004;19;107.262;2.007;1431.898;2873.344;2;2;Moderate mining
2008;19;180.051;1.078;2729.565;2941.966;2;2;Moderate mining
2008;19;220.289;2.629;448.074;1178.205;2;2;Moderate mining
2008;19;127.62;1.368;959.364;1312.758;2;2;Moderate mining
2012;19;172.578;1.089;2736.164;2978.635;3;2;Intensive mining
2012;19;241.939;3.017;432.467;1304.714;3;2;Intensive mining
2012;19;113.915;1.407;1016.858;1430.965;3;2;Intensive mining
2014;19;161.548;1.067;2610.026;2783.742;3;2;Intensive mining
2014;19;155.63;3.028;490.78;1486.206;3;2;Intensive mining
2014;19;112.966;1.637;978.389;1601.274;3;2;Intensive mining
2015;19;167.264;1.109;2669.109;2960.279;3;2;Intensive mining
2015;19;164.064;2.992;495.198;1481.537;3;2;Intensive mining
2015;19;117.704;1.579;968.605;1529.718;3;2;Intensive mining
2016;19;144.565;1.079;2489.164;2684.957;3;2;Intensive mining
2016;19;172.892;1.076;755.153;812.781;3;2;Intensive mining
2017;19;167.437;1.088;2498.739;2718.524;3;2;Intensive mining
2017;19;200.343;1.046;822.597;860.219;3;2;Intensive mining
2018;19;164.202;1.128;2771.042;3126.628;3;2;Intensive mining
2020;19;165.371;1.231;1492.888;1838;3;2;Intensive mining
2020;19;176.498;1.082;2055.169;2223;3;2;Intensive mining
2020;19;185.702;1.172;2492.99;2922;3;2;Intensive mining
1984;20;120.739;2.17;502.838;1090.989;1;2;Minimal mining
1984;20;102.038;2.246;852.577;1914.926;1;2;Minimal mining
1984;20;99.784;1.353;873.263;1181.725;1;2;Minimal mining
1984;20;127.181;1.159;533.498;618.381;1;2;Minimal mining
1984;20;130.343;1.704;711.227;1211.854;1;2;Minimal mining
1984;20;121.379;2.112;623.407;1316.603;1;2;Minimal mining
1984;20;112.096;1.044;899.977;939.219;1;2;Minimal mining
1987;20;116.544;2.084;539.581;1124.363;1;2;Minimal mining
1987;20;108.686;3.179;588.87;1872.189;1;2;Minimal mining
1987;20;113.539;2.26;1325.373;2995.494;1;2;Minimal mining
1987;20;143.438;2.821;464.563;1310.69;1;2;Minimal mining
1987;20;106.84;1.025;912.896;935.971;1;2;Minimal mining
1992;20;84.563;2.098;508.685;1067.375;1;2;Minimal mining
1992;20;90.1;2.766;727.943;2013.484;1;2;Minimal mining
1992;20;80.808;1.296;988.251;1280.358;1;2;Minimal mining
1992;20;107.681;1.006;477.239;480.135;1;2;Minimal mining
1992;20;123.323;1.479;859.194;1270.602;1;2;Minimal mining
1992;20;113.63;2.342;638.1;1494.559;1;2;Minimal mining
1992;20;88.946;1.049;890.757;934.324;1;2;Minimal mining
1996;20;111.348;2.333;561.311;1309.764;1;2;Minimal mining
1996;20;105.412;2.074;902.117;1871.147;1;2;Minimal mining
1996;20;109.737;2.612;1217.936;3180.823;1;2;Minimal mining
1996;20;130.815;2.117;618.871;1309.852;1;2;Minimal mining
1996;20;108.195;1.055;1063.807;1122.707;1;2;Minimal mining
2000;20;106.481;2.224;518.861;1153.843;1;2;Minimal mining
2000;20;96.579;3.382;592.542;2003.857;1;2;Minimal mining
2000;20;109.678;2.323;1344.328;3122.942;1;2;Minimal mining
2000;20;138.974;3.321;388.7;1290.779;1;2;Minimal mining
2000;20;131.783;1.05;1293.054;1357.452;1;2;Minimal mining
2004;20;151.69;2.498;545.688;1363.022;2;2;Moderate mining
2004;20;107.262;2.007;1431.898;2873.344;2;2;Moderate mining
2004;20;150.52;2.563;440;1127.873;2;2;Moderate mining
2004;20;128.708;1.026;1117.698;1146.508;2;2;Moderate mining
2008;20;220.289;2.629;448.074;1178.205;2;2;Moderate mining
2008;20;127.62;1.368;959.364;1312.758;2;2;Moderate mining
2008;20;139.131;1.009;644.238;649.937;2;2;Moderate mining
2008;20;139.871;1.538;730.71;1123.834;2;2;Moderate mining
2008;20;163.923;3.118;472.346;1472.693;2;2;Moderate mining
2008;20;136.435;1.053;1116.738;1175.959;2;2;Moderate mining
2012;20;241.939;3.017;432.467;1304.714;3;2;Intensive mining
2012;20;113.915;1.407;1016.858;1430.965;3;2;Intensive mining
2012;20;155.054;1.022;695.148;710.746;3;2;Intensive mining
2012;20;163.935;1.391;735.051;1022.438;3;2;Intensive mining
2012;20;182.561;3.074;396.828;1219.836;3;2;Intensive mining
2012;20;145.004;1.066;1301.07;1386.862;3;2;Intensive mining
2014;20;155.63;3.028;490.78;1486.206;3;2;Intensive mining
2014;20;112.966;1.637;978.389;1601.274;3;2;Intensive mining
2014;20;186.853;1.013;721.689;730.983;3;2;Intensive mining
2014;20;156.06;1.497;673.321;1007.96;3;2;Intensive mining
2014;20;169.424;3.264;450.328;1469.719;3;2;Intensive mining
2014;20;143.65;1.062;1239.635;1316.93;3;2;Intensive mining
2015;20;164.064;2.992;495.198;1481.537;3;2;Intensive mining
2015;20;117.704;1.579;968.605;1529.718;3;2;Intensive mining
2015;20;159.908;1.023;758.062;775.617;3;2;Intensive mining
2015;20;152.098;1.544;664.866;1026.467;3;2;Intensive mining
2015;20;163.575;3.38;492.183;1663.75;3;2;Intensive mining
2015;20;142.35;1.066;1218.162;1298.521;3;2;Intensive mining
2016;20;172.892;1.076;755.153;812.781;3;2;Intensive mining
2016;20;157.239;1.111;308.577;342.85;3;2;Intensive mining
2016;20;237.458;1.198;333.245;399.275;3;2;Intensive mining
2016;20;204.001;1.11;282.842;314.012;3;2;Intensive mining
2016;20;142.283;1.146;749.223;858.728;3;2;Intensive mining
2016;20;118.653;1.068;1239.567;1323.87;3;2;Intensive mining
2017;20;200.343;1.046;822.597;860.219;3;2;Intensive mining
2017;20;188.766;1.071;421.298;451.408;3;2;Intensive mining
2017;20;334.979;1.094;314.375;343.808;3;2;Intensive mining
2017;20;270.892;1.013;308.95;313.085;3;2;Intensive mining
2017;20;184.95;1.066;615.455;656.269;3;2;Intensive mining
2017;20;141.075;1.061;1208.941;1282.59;3;2;Intensive mining
2018;20;164.202;1.128;2771.042;3126.628;3;2;Intensive mining
2018;20;229.823;1.173;1896.968;2224.717;3;2;Intensive mining
2018;20;145.143;1.054;1204.621;1269.662;3;2;Intensive mining
2020;20;185.702;1.172;2492.99;2922;3;2;Intensive mining
2020;20;132.308;1.067;1192.158;1272;3;2;Intensive mining
1984;21;112.096;1.044;899.977;939.219;1;2;Minimal mining
1984;21;138.58;1.176;759.502;892.855;1;2;Minimal mining
1984;21;130.3;1.326;1093.559;1449.573;1;2;Minimal mining
1984;21;122.142;1.775;799.65;1419.628;1;2;Minimal mining
1987;21;106.84;1.025;912.896;935.971;1;2;Minimal mining
1987;21;141.341;1.224;1113.606;1363.499;1;2;Minimal mining
1987;21;123.777;1.184;1061.68;1257.351;1;2;Minimal mining
1987;21;133.987;1.726;759.333;1310.698;1;2;Minimal mining
1992;21;88.946;1.049;890.757;934.324;1;2;Minimal mining
1992;21;122.357;1.186;787.767;933.959;1;2;Minimal mining
1992;21;126.942;1.46;1151.601;1681.296;1;2;Minimal mining
1992;21;125.709;2.017;741.697;1495.917;1;2;Minimal mining
1996;21;108.195;1.055;1063.807;1122.707;1;2;Minimal mining
1996;21;126.76;1.187;788.331;935.543;1;2;Minimal mining
1996;21;119.234;1.472;1143.685;1683.985;1;2;Minimal mining
1996;21;114.481;1.819;720.07;1309.816;1;2;Minimal mining
2000;21;131.783;1.05;1293.054;1357.452;1;2;Minimal mining
2000;21;123.917;1.263;950.295;1199.869;1;2;Minimal mining
2000;21;133.664;1.276;1094.901;1397.534;1;2;Minimal mining
2000;21;147.835;1.853;772.951;1432.564;1;2;Minimal mining
2004;21;128.708;1.026;1117.698;1146.508;2;2;Moderate mining
2004;21;138.379;1.252;1022.033;1279.521;2;2;Moderate mining
2004;21;119.383;1.581;1170.936;1851.37;2;2;Moderate mining
2004;21;140.461;1.818;739.075;1343.497;2;2;Moderate mining
2008;21;136.435;1.053;1116.738;1175.959;2;2;Moderate mining
2008;21;159.341;1.252;939.907;1177.122;2;2;Moderate mining
2008;21;157.683;1.477;1194.928;1764.964;2;2;Moderate mining
2008;21;173.6;2.003;734.879;1471.75;2;2;Moderate mining
2012;21;145.004;1.066;1301.07;1386.862;3;2;Intensive mining
2012;21;181.32;1.245;897.687;1117.246;3;2;Intensive mining
2012;21;170.044;1.574;1151.127;1812.436;3;2;Intensive mining
2012;21;149.649;2.173;708.934;1540.181;3;2;Intensive mining
2014;21;143.65;1.062;1239.635;1316.93;3;2;Intensive mining
2014;21;190.764;1.264;880.464;1113.134;3;2;Intensive mining
2014;21;193.024;1.467;671.579;984.876;3;2;Intensive mining
2014;21;169.855;1.005;650.959;654.413;3;2;Intensive mining
2014;21;133.918;1.018;558.192;568.167;3;2;Intensive mining
2014;21;133.607;1.496;882.996;1321.184;3;2;Intensive mining
2015;21;142.35;1.066;1218.162;1298.521;3;2;Intensive mining
2015;21;183.262;1.265;877.552;1110.116;3;2;Intensive mining
2015;21;177.255;1.556;1111.367;1729.131;3;2;Intensive mining
2015;21;127.281;2.19;731.645;1602.552;3;2;Intensive mining
2016;21;118.653;1.068;1239.567;1323.87;3;2;Intensive mining
2016;21;170.712;1.271;859.416;1092.283;3;2;Intensive mining
2016;21;163.417;1.682;696.83;1172.145;3;2;Intensive mining
2016;21;130.174;1.003;541.249;542.903;3;2;Intensive mining
2016;21;116.637;1.018;481.481;490.381;3;2;Intensive mining
2016;21;125.008;1.585;819.431;1298.721;3;2;Intensive mining
2017;21;141.075;1.061;1208.941;1282.59;3;2;Intensive mining
2017;21;174.32;1.336;964.83;1289.027;3;2;Intensive mining
2017;21;164.752;1.542;679.023;1046.968;3;2;Intensive mining
2017;21;162.683;1.01;497.162;501.927;3;2;Intensive mining
2017;21;118.967;1.022;583.901;596.834;3;2;Intensive mining
2017;21;123.471;1.43;816.234;1166.914;3;2;Intensive mining
2018;21;145.143;1.054;1204.621;1269.662;3;2;Intensive mining
2018;21;168.716;1.305;845.749;1103.513;3;2;Intensive mining
2018;21;155.453;1.718;1070.936;1839.374;3;2;Intensive mining
2018;21;130.906;2.293;721.916;1655.343;3;2;Intensive mining
2020;21;132.308;1.067;1192.158;1272;3;2;Intensive mining
2020;21;170.815;1.365;952.85;1301;3;2;Intensive mining
2020;21;149.961;1.787;1028.322;1838;3;2;Intensive mining
2020;21;105.225;2.474;742.882;1838;3;2;Intensive mining
1984;22;122.142;1.775;799.65;1419.628;1;2;Minimal mining
1984;22;132.541;1.346;530.178;713.71;1;2;Minimal mining
1984;22;183.754;1.126;1036.929;1167.273;1;2;Minimal mining
1984;22;176.447;2.566;879.629;2256.755;1;2;Minimal mining
1984;22;211.253;2.371;849.145;2013.47;1;2;Minimal mining
1984;22;187.65;1.144;3321.669;3801.309;1;2;Minimal mining
1987;22;133.987;1.726;759.333;1310.698;1;2;Minimal mining
1987;22;219.59;1.428;655.662;936.448;1;2;Minimal mining
1987;22;246.107;1.173;798.103;935.919;1;2;Minimal mining
1987;22;205.355;2.378;944.601;2246.462;1;2;Minimal mining
1987;22;240.613;2.319;965.855;2239.756;1;2;Minimal mining
1987;22;241.624;1.007;808.726;814.125;1;2;Minimal mining
1992;22;125.709;2.017;741.697;1495.917;1;2;Minimal mining
1992;22;171.913;1.167;626.811;731.793;1;2;Minimal mining
1992;22;194.018;1.027;923.921;948.509;1;2;Minimal mining
1992;22;208.133;2.667;905.884;2416.436;1;2;Minimal mining
1992;22;233.174;3.364;781.244;2628.435;1;2;Minimal mining
1992;22;269.415;1.053;748.76;788.627;1;2;Minimal mining
1996;22;114.481;1.819;720.07;1309.816;1;2;Minimal mining
1996;22;171.871;1.262;550.008;694.333;1;2;Minimal mining
1996;22;230.342;1.038;1134.283;1176.868;1;2;Minimal mining
1996;22;177.191;2.972;881.402;2619.675;1;2;Minimal mining
1996;22;227.976;3.104;843.881;2619.577;1;2;Minimal mining
1996;22;221.976;1.089;1030.592;1122.736;1;2;Minimal mining
2000;22;147.835;1.853;772.951;1432.564;1;2;Minimal mining
2000;22;201.626;1.264;614.541;776.647;1;2;Minimal mining
2000;22;322.666;1.032;1149.745;1186.191;1;2;Minimal mining
2000;22;231.762;1.347;1085.457;1462.218;1;2;Minimal mining
2000;22;316.022;1.45;1442.206;2091.732;1;2;Minimal mining
2004;22;140.461;1.818;739.075;1343.497;2;2;Moderate mining
2004;22;175.312;1.238;520.023;643.671;2;2;Moderate mining
2004;22;282.327;1.079;1204.43;1299.201;2;2;Moderate mining
2004;22;230.76;1.49;1005.056;1497.969;2;2;Moderate mining
2004;22;311.327;1.513;1472.75;2227.535;2;2;Moderate mining
2008;22;173.6;2.003;734.879;1471.75;2;2;Moderate mining
2008;22;232.845;1.267;693.421;878.72;2;2;Moderate mining
2008;22;327.677;1.071;1101.678;1179.844;2;2;Moderate mining
2008;22;241.283;1.581;1023.296;1618.016;2;2;Moderate mining
2008;22;291.06;1.461;1509.627;2205.286;2;2;Moderate mining
2012;22;149.649;2.173;708.934;1540.181;3;2;Intensive mining
2012;22;209.826;1.361;821.768;1118.834;3;2;Intensive mining
2012;22;256.379;1.11;1005.262;1115.542;3;2;Intensive mining
2012;22;259.013;1.63;1028.195;1675.809;3;2;Intensive mining
2012;22;295.624;1.473;1517.037;2234.633;3;2;Intensive mining
2014;22;133.607;1.496;882.996;1321.184;3;2;Intensive mining
2014;22;224.073;1.329;838.543;1114.69;3;2;Intensive mining
2014;22;243.725;1.145;971.934;1112.676;3;2;Intensive mining
2014;22;236.293;1.661;1006.123;1670.776;3;2;Intensive mining
2014;22;318.818;1.547;1560.794;2413.94;3;2;Intensive mining
2015;22;127.281;2.19;731.645;1602.552;3;2;Intensive mining
2015;22;189.309;1.518;718.893;1091.364;3;2;Intensive mining
2015;22;241.802;1.154;1138.732;1314.221;3;2;Intensive mining
2015;22;232.676;1.619;1029.075;1666.16;3;2;Intensive mining
2015;22;278.583;1.518;1709.095;2594.009;3;2;Intensive mining
2016;22;125.008;1.585;819.431;1298.721;3;2;Intensive mining
2016;22;168.735;1.461;739.361;1080.221;3;2;Intensive mining
2016;22;241.64;1.142;991.951;1132.854;3;2;Intensive mining
2016;22;214.575;1.871;984.813;1842.506;3;2;Intensive mining
2016;22;226.072;1.497;1725.198;2582.786;3;2;Intensive mining
2017;22;123.471;1.43;816.234;1166.914;3;2;Intensive mining
2017;22;168.018;1.467;835.545;1225.814;3;2;Intensive mining
2017;22;226.574;1.167;1000.763;1167.793;3;2;Intensive mining
2017;22;224.971;1.677;987.801;1656.39;3;2;Intensive mining
2017;22;209.216;1.495;1978.972;2959.167;3;2;Intensive mining
2018;22;130.906;2.293;721.916;1655.343;3;2;Intensive mining
2018;22;184.269;1.481;745.031;1103.404;3;2;Intensive mining
2018;22;219.096;1.16;1110.1;1287.839;3;2;Intensive mining
2018;22;224.144;1.651;1002.137;1654.943;3;2;Intensive mining
2018;22;252.392;1.501;1837.637;2758.549;3;2;Intensive mining
2020;22;105.225;2.474;742.882;1838;3;2;Intensive mining
2020;22;153.482;1.337;814.575;1089;3;2;Intensive mining
2020;22;241.665;1.158;964.001;1116;3;2;Intensive mining
2020;22;208.802;1.867;984.504;1838;3;2;Intensive mining
2020;22;243.111;1.693;849.86;1439;3;2;Intensive mining
1984;23;187.65;1.144;3321.669;3801.309;1;3;Minimal mining
1984;23;187.228;1.048;1090.722;1143.597;1;3;Minimal mining
1987;23;241.624;1.007;808.726;814.125;1;3;Minimal mining
1987;23;239.204;1.012;923.125;934.329;1;3;Minimal mining
1987;23;251.822;1.17;2032.438;2377.215;1;3;Minimal mining
1987;23;245.523;1.057;1094.416;1156.752;1;3;Minimal mining
1992;23;233.174;3.364;781.244;2628.435;1;3;Minimal mining
1992;23;269.415;1.053;748.76;788.627;1;3;Minimal mining
1992;23;217.625;1.013;876.746;887.885;1;3;Minimal mining
1992;23;263.611;1.041;761.498;792.619;1;3;Minimal mining
1992;23;217.913;1.327;597.16;792.619;1;3;Minimal mining
1992;23;181.014;1.049;992.19;1040.92;1;3;Minimal mining
1992;23;203.353;1.058;983.146;1039.714;1;3;Minimal mining
1996;23;221.976;1.089;1030.592;1122.736;1;3;Minimal mining
1996;23;188.797;1.017;828.74;842.971;1;3;Minimal mining
1996;23;205.211;1.125;1045.997;1177.079;1;3;Minimal mining
1996;23;124.996;1.07;441.51;472.475;1;3;Minimal mining
1996;23;158.715;1.044;838.263;875.512;1;3;Minimal mining
1996;23;186.429;1.088;1031.634;1122.699;1;3;Minimal mining
2000;23;316.022;1.45;1442.206;2091.732;1;3;Minimal mining
2000;23;261.963;1.145;1080.029;1236.119;1;3;Minimal mining
2000;23;170.189;1.011;587.132;593.506;1;3;Minimal mining
2000;23;190.965;1.049;917.465;962.724;1;3;Minimal mining
2000;23;204.615;1.091;819.282;893.428;1;3;Minimal mining
2004;23;311.327;1.513;1472.75;2227.535;2;3;Moderate mining
2004;23;256.655;1.154;1066.435;1230.704;2;3;Moderate mining
